,prénom,nom,poste,équipe,championnat
59,Leon,Bailey,Right Winger,Aston Villa FC,Premier League
60,Kosta,Nedeljkovic,Right-Back,Aston Villa FC,Premier League
61,Travis,Patterson,Left-Back,Aston Villa FC,Premier League
62,Kadan,Young,Left Winger,Aston Villa FC,Premier League
63,Lamare,Bogarde,Centre-Back,Aston Villa FC,Premier League
64,Jaden,Philogene-Bidace,Left Winger,Aston Villa FC,Premier League
65,Ian,Maatsen,Left-Back,Aston Villa FC,Premier League
66,Amadou,Onana,Defensive Midfield,Aston Villa FC,Premier League
67,Jacob,Ramsey,Attacking Midfield,Aston Villa FC,Premier League
68,Jhon,Duran,Centre-Forward,Aston Villa FC,Premier League
69,Morgan,Rogers,Left Winger,Aston Villa FC,Premier League
70,Marcus,Bettinelli,Goalkeeper,Chelsea FC,Premier League
71,Robert,Sanchez,Goalkeeper,Chelsea FC,Premier League
72,Filip,Jorgensen,Goalkeeper,Chelsea FC,Premier League
73,Lucas,Bergstrom,Goalkeeper,Chelsea FC,Premier League
74,Max,Merrick,Goalkeeper,Chelsea FC,Premier League
75,Omari,Kellyman,Offence,Chelsea FC,Premier League
76,Malo,Gusto,Right-Back,Chelsea FC,Premier League
77,Cole,Palmer,Attacking Midfield,Chelsea FC,Premier League
78,Kiernan,Dewsbury Hall,Central Midfield,Chelsea FC,Premier League
79,Moises,Caicedo,Defensive Midfield,Chelsea FC,Premier League
80,Enzo,Fernandez,Central Midfield,Chelsea FC,Premier League
81,Mykhailo,Mudryk,Left Winger,Chelsea FC,Premier League
82,Reece,James,Right-Back,Chelsea FC,Premier League
83,Joao,Felix,Left Winger,Chelsea FC,Premier League
84,Marc,Cucurella,Left-Back,Chelsea FC,Premier League
85,Wesley,Fofana,Centre-Back,Chelsea FC,Premier League
86,Christopher,Nkunku,Attacking Midfield,Chelsea FC,Premier League
87,Ben,Chilwell,Left-Back,Chelsea FC,Premier League
88,Tosin,Adarabioyo,Centre-Back,Chelsea FC,Premier League
89,Pedro,Neto,Right Winger,Chelsea FC,Premier League
90,Axel,Disasi,Centre-Back,Chelsea FC,Premier League
91,Jadon,Sancho,Left Winger,Chelsea FC,Premier League
92,Tyrique,George,Left Winger,Chelsea FC,Premier League
93,Kiano,Dyer,Central Midfield,Chelsea FC,Premier League
94,Josh,Acheampong,Right-Back,Chelsea FC,Premier League
95,Marc,Guiu,Centre-Forward,Chelsea FC,Premier League
96,Deivid,Washington,Centre-Forward,Chelsea FC,Premier League
97,Cesare,Casadei,Central Midfield,Chelsea FC,Premier League
98,Renato,Veiga,Left-Back,Chelsea FC,Premier League
99,Romeo,Lavia,Defensive Midfield,Chelsea FC,Premier League
100,Levi,Colwill,Centre-Back,Chelsea FC,Premier League
101,Benoit,Badiashile,Centre-Back,Chelsea FC,Premier League
102,Noni,Madueke,Right Winger,Chelsea FC,Premier League
103,Carney,Chukwuemeka,Central Midfield,Chelsea FC,Premier League
104,Nicolas,Jackson,Centre-Forward,Chelsea FC,Premier League
105,Jordan,Pickford,Goalkeeper,Everton FC,Premier League
106,Asmir,Begovic,Goalkeeper,Everton FC,Premier League
107,Joao,Virginia,Goalkeeper,Everton FC,Premier League
108,Roman,Dixon,Defence,Everton FC,Premier League
109,Bradley,Moonan,Defence,Everton FC,Premier League
110,Harrison,Armstrong,Midfield,Everton FC,Premier League
111,Luke,Butterfield,Midfield,Everton FC,Premier League
112,Owen,Barker,Midfield,Everton FC,Premier League
113,Martin,Sherif,Offence,Everton FC,Premier League
114,Jesper,Lindstrøm,Attacking Midfield,Everton FC,Premier League
115,Vitalii,Mykolenko,Left-Back,Everton FC,Premier League
116,Dwight,McNeil,Left Winger,Everton FC,Premier League
117,Orel,Mangala,Central Midfield,Everton FC,Premier League
118,Abdoulaye,Doucoure,Central Midfield,Everton FC,Premier League
119,Dominic,Calvert-Lewin,Centre-Forward,Everton FC,Premier League
120,Seamus,Coleman,Right-Back,Everton FC,Premier League
121,Michael,Keane,Centre-Back,Everton FC,Premier League
122,Jack,Harrison,Right Winger,Everton FC,Premier League
123,Idrissa,Gana Gueye,Central Midfield,Everton FC,Premier League
124,Ashley,Young,Left-Back,Everton FC,Premier League
125,James,Tarkowski,Centre-Back,Everton FC,Premier League
126,Youssef,Chermiti,Centre-Forward,Everton FC,Premier League
127,Tim,Iroegbunam,Central Midfield,Everton FC,Premier League
128,Armando,Broja,Centre-Forward,Everton FC,Premier League
129,Nathan,Patterson,Right-Back,Everton FC,Premier League
130,Jake,O'Brien,Centre-Back,Everton FC,Premier League
131,Beto,,Centre-Forward,Everton FC,Premier League
132,Jarrad,Branthwaite,Centre-Back,Everton FC,Premier League
133,James,Garner,Defensive Midfield,Everton FC,Premier League
134,Iliman,Ndiaye,Centre-Forward,Everton FC,Premier League
135,Bernd,Leno,Goalkeeper,Fulham FC,Premier League
136,Steven,Benda,Goalkeeper,Fulham FC,Premier League
137,Martial,Godo,Midfield,Fulham FC,Premier League
138,Joshua,King,Central Midfield,Fulham FC,Premier League
139,Calvin,Bassey,Centre-Back,Fulham FC,Premier League
140,Rodrigo,Muniz,Centre-Forward,Fulham FC,Premier League
141,Jorge,Cuenca,Centre-Back,Fulham FC,Premier League
142,Emile,Smith Rowe,Attacking Midfield,Fulham FC,Premier League
143,Carlos,Vinicius,Centre-Forward,Fulham FC,Premier League
144,Andreas,Pereira,Attacking Midfield,Fulham FC,Premier League
145,Sasa,Lukic,Central Midfield,Fulham FC,Premier League
146,Harry,Wilson,Right Winger,Fulham FC,Premier League
147,Sander,Berge,Central Midfield,Fulham FC,Premier League
148,Kenny,Tete,Right-Back,Fulham FC,Premier League
149,Issa,Diop,Centre-Back,Fulham FC,Premier League
150,Reiss,Nelson,Right Winger,Fulham FC,Premier League
151,Adama,Traore,Right Winger,Fulham FC,Premier League
152,Harrison,Reed,Central Midfield,Fulham FC,Premier League
153,Tom,Cairney,Central Midfield,Fulham FC,Premier League
154,Ryan,Sessegnon,Left-Back,Fulham FC,Premier League
155,Antonee,Robinson,Left-Back,Fulham FC,Premier League
156,Alex,Iwobi,Left Winger,Fulham FC,Premier League
157,Raul,Jimenez,Centre-Forward,Fulham FC,Premier League
158,Joachim,Andersen,Centre-Back,Fulham FC,Premier League
159,Timothy,Castagne,Right-Back,Fulham FC,Premier League
160,Alisson,,Goalkeeper,Liverpool FC,Premier League
161,Caoimhin,Kelleher,Goalkeeper,Liverpool FC,Premier League
162,Vitezslav,Jaros,Goalkeeper,Liverpool FC,Premier League
163,Tyler,Morton,Midfield,Liverpool FC,Premier League
164,Trey,Nyoni,Attacking Midfield,Liverpool FC,Premier League
165,Jarell,Quansah,Centre-Back,Liverpool FC,Premier League
166,Conor,Bradley,Right-Back,Liverpool FC,Premier League
167,Harvey,Elliott,Central Midfield,Liverpool FC,Premier League
168,Ryan,Gravenberch,Central Midfield,Liverpool FC,Premier League
169,Alexis,Mac Allister,Central Midfield,Liverpool FC,Premier League
170,Darwin,Nunez,Centre-Forward,Liverpool FC,Premier League
171,Luis,Diaz,Left Winger,Liverpool FC,Premier League
172,Dominik,Szoboszlai,Central Midfield,Liverpool FC,Premier League
173,Ibrahima,Konate,Centre-Back,Liverpool FC,Premier League
174,Curtis,Jones,Central Midfield,Liverpool FC,Premier League
175,Virgil,van Dijk,Centre-Back,Liverpool FC,Premier League
176,Andrew,Robertson,Left-Back,Liverpool FC,Premier League
177,Trent,Alexander-Arnold,Right-Back,Liverpool FC,Premier League
178,Joe,Gomez,Centre-Back,Liverpool FC,Premier League
179,Cody,Gakpo,Left Winger,Liverpool FC,Premier League
180,Kostas,Tsimikas,Left-Back,Liverpool FC,Premier League
181,Diogo,Jota,Centre-Forward,Liverpool FC,Premier League
182,Mohamed,Salah,Right Winger,Liverpool FC,Premier League
183,Wataru,Endo,Defensive Midfield,Liverpool FC,Premier League
184,Federico,Chiesa,Left Winger,Liverpool FC,Premier League
185,Ederson,,Goalkeeper,Manchester City FC,Premier League
186,Scott,Carson,Goalkeeper,Manchester City FC,Premier League
187,Stefan,Ortega Moreno,Goalkeeper,Manchester City FC,Premier League
188,Kaden,Braithwaite,Defence,Manchester City FC,Premier League
189,Nico,O'Reilly,Midfield,Manchester City FC,Premier League
190,Jacob,Wright,Defensive Midfield,Manchester City FC,Premier League
191,Rico,Lewis,Right-Back,Manchester City FC,Premier League
192,Oscar,Bobb,Right Winger,Manchester City FC,Premier League
193,James,McAtee,Central Midfield,Manchester City FC,Premier League
194,Josh,Wilson-Esbrand,Left-Back,Manchester City FC,Premier League
195,Savio,,Right Winger,Manchester City FC,Premier League
196,Josko,Gvardiol,Left-Back,Manchester City FC,Premier League
197,Jeremy,Doku,Left Winger,Manchester City FC,Premier League
198,Matheus,Nunes,Central Midfield,Manchester City FC,Premier League
199,Erling,Haaland,Centre-Forward,Manchester City FC,Premier League
200,Ruben,Dias,Centre-Back,Manchester City FC,Premier League
201,Nathan,Ake,Centre-Back,Manchester City FC,Premier League
202,Phil,Foden,Right Winger,Manchester City FC,Premier League
203,Jack,Grealish,Left Winger,Manchester City FC,Premier League
204,Kevin,De Bruyne,Attacking Midfield,Manchester City FC,Premier League
205,John,Stones,Centre-Back,Manchester City FC,Premier League
206,Kyle,Walker,Right-Back,Manchester City FC,Premier League
207,Bernardo,Silva,Attacking Midfield,Manchester City FC,Premier League
208,Rodri,,Defensive Midfield,Manchester City FC,Premier League
209,Ilkay,Gundogan,Central Midfield,Manchester City FC,Premier League
210,Manuel,Akanji,Centre-Back,Manchester City FC,Premier League
211,Mateo,Kovacic,Central Midfield,Manchester City FC,Premier League
212,André,Onana,Goalkeeper,Manchester United FC,Premier League
213,Tom,Heaton,Goalkeeper,Manchester United FC,Premier League
214,Altay,Bayindir,Goalkeeper,Manchester United FC,Premier League
215,Ethan,Wheatley,Centre-Forward,Manchester United FC,Premier League
216,Toby,Collyer,Defensive Midfield,Manchester United FC,Premier League
217,Daniel,Gore,Central Midfield,Manchester United FC,Premier League
218,Harry,Amass,Left-Back,Manchester United FC,Premier League
219,Kobbie,Mainoo,Central Midfield,Manchester United FC,Premier League
220,Leny,Yoro,Centre-Back,Manchester United FC,Premier League
221,Alejandro,Garnacho,Left Winger,Manchester United FC,Premier League
222,Rasmus,Højlund,Centre-Forward,Manchester United FC,Premier League
223,Amad,Diallo,Right Winger,Manchester United FC,Premier League
224,Joshua,Zirkzee,Centre-Forward,Manchester United FC,Premier League
225,Antony,,Right Winger,Manchester United FC,Premier League
226,Lisandro,Martinez,Centre-Back,Manchester United FC,Premier League
227,Manuel,Ugarte,Defensive Midfield,Manchester United FC,Premier League
228,Diogo,Dalot,Right-Back,Manchester United FC,Premier League
229,Jonny,Evans,Centre-Back,Manchester United FC,Premier League
230,Luke,Shaw,Left-Back,Manchester United FC,Premier League
231,Mason,Mount,Attacking Midfield,Manchester United FC,Premier League
232,Noussair,Mazraoui,Right-Back,Manchester United FC,Premier League
233,Matthijs,de Ligt,Centre-Back,Manchester United FC,Premier League
234,Tyrell,Malacia,Left-Back,Manchester United FC,Premier League
235,Victor,Nilsson-Lindelof,Centre-Back,Manchester United FC,Premier League
236,Christian,Eriksen,Central Midfield,Manchester United FC,Premier League
237,Marcus,Rashford,Left Winger,Manchester United FC,Premier League
238,Harry,Maguire,Centre-Back,Manchester United FC,Premier League
239,Bruno,Fernandes,Attacking Midfield,Manchester United FC,Premier League
240,Casemiro,,Defensive Midfield,Manchester United FC,Premier League
241,Nick,Pope,Goalkeeper,Newcastle United FC,Premier League
242,John,Ruddy,Goalkeeper,Newcastle United FC,Premier League
243,Mark,Gillespie,Goalkeeper,Newcastle United FC,Premier League
244,Martin,Dúbravka,Goalkeeper,Newcastle United FC,Premier League
245,Odisseas,Vlachodimos,Goalkeeper,Newcastle United FC,Premier League
246,Lewis,Hall,Midfield,Newcastle United FC,Premier League
247,Alex,Murphy,Left-Back,Newcastle United FC,Premier League
248,Lewis,Miley,Central Midfield,Newcastle United FC,Premier League
249,Garang,Kuol,Left Winger,Newcastle United FC,Premier League
250,William,Osula,Centre-Forward,Newcastle United FC,Premier League
251,Valentino,Livramento,Right-Back,Newcastle United FC,Premier League
252,Sven,Botman,Centre-Back,Newcastle United FC,Premier League
253,Miguel,Almiron,Right Winger,Newcastle United FC,Premier League
254,Joelinton,,Central Midfield,Newcastle United FC,Premier League
255,Callum,Wilson,Centre-Forward,Newcastle United FC,Premier League
256,Harvey,Barnes,Left Winger,Newcastle United FC,Premier League
257,Jacob,Murphy,Right Winger,Newcastle United FC,Premier League
258,Isaac,Hayden,Defensive Midfield,Newcastle United FC,Premier League
259,Anthony,Gordon,Left Winger,Newcastle United FC,Premier League
260,Joe,Willock,Central Midfield,Newcastle United FC,Premier League
261,Alexander,Isak,Centre-Forward,Newcastle United FC,Premier League
262,Sean,Longstaff,Central Midfield,Newcastle United FC,Premier League
263,Dan,Burn,Left-Back,Newcastle United FC,Premier League
264,Lloyd,Kelly,Centre-Back,Newcastle United FC,Premier League
265,Matt,Targett,Left-Back,Newcastle United FC,Premier League
266,Kieran,Trippier,Right-Back,Newcastle United FC,Premier League
267,Sandro,Tonali,Defensive Midfield,Newcastle United FC,Premier League
268,Emil,Krafth,Right-Back,Newcastle United FC,Premier League
269,Bruno,Guimaraes,Defensive Midfield,Newcastle United FC,Premier League
270,Fabian,Schar,Centre-Back,Newcastle United FC,Premier League
271,Guglielmo,Vicario,Goalkeeper,Tottenham Hotspur FC,Premier League
272,Alfie,Whiteman,Goalkeeper,Tottenham Hotspur FC,Premier League
273,Fraser,Forster,Goalkeeper,Tottenham Hotspur FC,Premier League
274,Brandon,Austin,Goalkeeper,Tottenham Hotspur FC,Premier League
275,Dante,Cassanova,Midfield,Tottenham Hotspur FC,Premier League
276,William,Lankshear,Offence,Tottenham Hotspur FC,Premier League
277,Damola,Ajayi,Offence,Tottenham Hotspur FC,Premier League
278,Brennan,Johnson,Right Winger,Tottenham Hotspur FC,Premier League
279,Pedro,Porro,Right-Back,Tottenham Hotspur FC,Premier League
280,Djed,Spence,Right-Back,Tottenham Hotspur FC,Premier League
281,Sergio,Reguilon,Left-Back,Tottenham Hotspur FC,Premier League
282,Christian,Romero,Centre-Back,Tottenham Hotspur FC,Premier League
283,Yves,Bissouma,Defensive Midfield,Tottenham Hotspur FC,Premier League
284,Richarlison,,Centre-Forward,Tottenham Hotspur FC,Premier League
285,Ben,Davies,Centre-Back,Tottenham Hotspur FC,Premier League
286,Dominic,Solanke,Centre-Forward,Tottenham Hotspur FC,Premier League
287,James,Maddison,Attacking Midfield,Tottenham Hotspur FC,Premier League
288,Timo,Werner,Left Winger,Tottenham Hotspur FC,Premier League
289,Rodrigo,Bentancur,Central Midfield,Tottenham Hotspur FC,Premier League
290,Dejan,Kulusevski,Right Winger,Tottenham Hotspur FC,Premier League
291,Tyrese,Hall,Central Midfield,Tottenham Hotspur FC,Premier League
292,Mikey,Moore,Left Winger,Tottenham Hotspur FC,Premier League
293,Alfie,Dorrington,Centre-Back,Tottenham Hotspur FC,Premier League
294,Lucas,Bergvall,Attacking Midfield,Tottenham Hotspur FC,Premier League
295,Wilson,Odobert,Left Winger,Tottenham Hotspur FC,Premier League
296,Archie,Gray,Central Midfield,Tottenham Hotspur FC,Premier League
297,Pape,Sarr,Central Midfield,Tottenham Hotspur FC,Premier League
298,Destiny,Udogie,Left-Back,Tottenham Hotspur FC,Premier League
299,Heung-min,Son,Left Winger,Tottenham Hotspur FC,Premier League
300,Radu,Dragușin,Centre-Back,Tottenham Hotspur FC,Premier League
301,Mickey,van de Ven,Centre-Back,Tottenham Hotspur FC,Premier League
302,Sam,Johnstone,Goalkeeper,Wolverhampton Wanderers FC,Premier League
303,Daniel,Bentley,Goalkeeper,Wolverhampton Wanderers FC,Premier League
304,Thomas,King,Goalkeeper,Wolverhampton Wanderers FC,Premier League
305,Jose,Sa,Goalkeeper,Wolverhampton Wanderers FC,Premier League
306,Luke,Rawlings,Midfield,Wolverhampton Wanderers FC,Premier League
307,Jørgen,Strand Larsen,Offence,Wolverhampton Wanderers FC,Premier League
308,Santiago,Bueno,Centre-Back,Wolverhampton Wanderers FC,Premier League
309,Matheus,Cunha,Centre-Forward,Wolverhampton Wanderers FC,Premier League
310,Nelson,Semedo,Right-Back,Wolverhampton Wanderers FC,Premier League
311,Sasa,Kalajdzic,Centre-Forward,Wolverhampton Wanderers FC,Premier League
312,Rayan,Ait Nouri,Left-Back,Wolverhampton Wanderers FC,Premier League
313,Mario,Lemina,Defensive Midfield,Wolverhampton Wanderers FC,Premier League
314,Craig,Dawson,Centre-Back,Wolverhampton Wanderers FC,Premier League
315,Matt,Doherty,Right-Back,Wolverhampton Wanderers FC,Premier League
316,Hwang,Heechan,Centre-Forward,Wolverhampton Wanderers FC,Premier League
317,Gonçalo,Guedes,Left Winger,Wolverhampton Wanderers FC,Premier League
318,Jean-Ricner,Bellegarde,Central Midfield,Wolverhampton Wanderers FC,Premier League
319,Pablo,Sarabia,Right Winger,Wolverhampton Wanderers FC,Premier League
320,Pedro,Lima,Right-Back,Wolverhampton Wanderers FC,Premier League
321,Bastien,Meupiyou Menadjou,Centre-Back,Wolverhampton Wanderers FC,Premier League
322,Carlos,Forbs,Left Winger,Wolverhampton Wanderers FC,Premier League
323,Enso,Gonzalez,Left Winger,Wolverhampton Wanderers FC,Premier League
324,Harvey,Griffiths,Defensive Midfield,Wolverhampton Wanderers FC,Premier League
325,Tommy,Doyle,Central Midfield,Wolverhampton Wanderers FC,Premier League
326,Yerson,Mosquera,Centre-Back,Wolverhampton Wanderers FC,Premier League
327,Alfie,Pond,Centre-Back,Wolverhampton Wanderers FC,Premier League
328,Rodrigo,Gomes,Right Midfield,Wolverhampton Wanderers FC,Premier League
329,Andre,,Defensive Midfield,Wolverhampton Wanderers FC,Premier League
330,Joao,Gomes,Central Midfield,Wolverhampton Wanderers FC,Premier League
331,Boubacar,Traore,Defensive Midfield,Wolverhampton Wanderers FC,Premier League
332,Luke,Cundle,Central Midfield,Wolverhampton Wanderers FC,Premier League
333,Toti,Gomes,Centre-Back,Wolverhampton Wanderers FC,Premier League
334,Danny,Ward,Goalkeeper,Leicester City FC,Premier League
335,Daniel,Iversen,Goalkeeper,Leicester City FC,Premier League
336,Mads,Hermansen,Goalkeeper,Leicester City FC,Premier League
337,Jakub,Stolarczyk,Goalkeeper,Leicester City FC,Premier League
338,Michael,Golding,Central Midfield,Leicester City FC,Premier League
339,Bilal,El Khannouss,Attacking Midfield,Leicester City FC,Premier League
340,Abdul,Issahaku,Right Winger,Leicester City FC,Premier League
341,Facundo,Buonanotte,Attacking Midfield,Leicester City FC,Premier League
342,Will,Alves,Attacking Midfield,Leicester City FC,Premier League
343,Kasey,McAteer,Right Winger,Leicester City FC,Premier League
344,Victor,Kristiansen,Left-Back,Leicester City FC,Premier League
345,Luke,Thomas,Left-Back,Leicester City FC,Premier League
346,Caleb,Okoli,Centre-Back,Leicester City FC,Premier League
347,Oliver,Skipp,Defensive Midfield,Leicester City FC,Premier League
348,Patson,Daka,Centre-Forward,Leicester City FC,Premier League
349,Odsonne,Edouard,Centre-Forward,Leicester City FC,Premier League
350,Ricardo,Pereira,Right-Back,Leicester City FC,Premier League
351,Boubakary,Soumare,Defensive Midfield,Leicester City FC,Premier League
352,Hamza,Choudhury,Defensive Midfield,Leicester City FC,Premier League
353,Harry,Winks,Defensive Midfield,Leicester City FC,Premier League
354,Jordan,Ayew,Centre-Forward,Leicester City FC,Premier League
355,Wout,Faes,Centre-Back,Leicester City FC,Premier League
356,Jannik,Vestergaard,Centre-Back,Leicester City FC,Premier League
357,Stephy,Mavididi,Left Winger,Leicester City FC,Premier League
358,James,Justin,Left-Back,Leicester City FC,Premier League
359,Bobby,Reid,Right Winger,Leicester City FC,Premier League
360,Conor,Coady,Centre-Back,Leicester City FC,Premier League
361,Wilfred,Ndidi,Defensive Midfield,Leicester City FC,Premier League
362,Jamie,Vardy,Centre-Forward,Leicester City FC,Premier League
363,Joe,Lumley,Goalkeeper,Southampton FC,Premier League
364,Aaron,Ramsdale,Goalkeeper,Southampton FC,Premier League
365,Alex,McCarthy,Goalkeeper,Southampton FC,Premier League
366,Gavin,Bazunu,Goalkeeper,Southampton FC,Premier League
367,Jayden,Moore,Defence,Southampton FC,Premier League
368,Joe,O'Brien-Whitmarsh,Midfield,Southampton FC,Premier League
369,Romeo,Akachukwu,Midfield,Southampton FC,Premier League
370,Jay,Robinson,Offence,Southampton FC,Premier League
371,Ross,Stewart,Centre-Forward,Southampton FC,Premier League
372,Paul,Onuachu,Centre-Forward,Southampton FC,Premier League
373,Ben,Brereton,Centre-Forward,Southampton FC,Premier League
374,Maxwel,Cornet,Left Winger,Southampton FC,Premier League
375,Ryan,Fraser,Left Winger,Southampton FC,Premier League
376,Jan,Bednarek,Centre-Back,Southampton FC,Premier League
377,Jack,Stephens,Centre-Back,Southampton FC,Premier League
378,Charlie,Taylor,Left-Back,Southampton FC,Premier League
379,Kyle,Walker-Peters,Right-Back,Southampton FC,Premier League
380,Joe,Aribo,Central Midfield,Southampton FC,Premier League
381,Flynn,Downes,Defensive Midfield,Southampton FC,Premier League
382,Adam,Armstrong,Centre-Forward,Southampton FC,Premier League
383,Ryan,Manning,Left-Back,Southampton FC,Premier League
384,James,Bree,Right-Back,Southampton FC,Premier League
385,Adam,Lallana,Attacking Midfield,Southampton FC,Premier League
386,Tyler,Dibling,Right Winger,Southampton FC,Premier League
387,Samuel,Amo-Ameyaw,Right Winger,Southampton FC,Premier League
388,Juan,Larios,Left-Back,Southampton FC,Premier League
389,Mateus,Fernandes,Central Midfield,Southampton FC,Premier League
390,Chimuanya,Ugochukwu,Defensive Midfield,Southampton FC,Premier League
391,Kamal,Deen Sulemana,Left Winger,Southampton FC,Premier League
392,Ronnie,Edwards,Centre-Back,Southampton FC,Premier League
393,William,Smallbone,Central Midfield,Southampton FC,Premier League
394,Taylor,Harwood-Bellis,Centre-Back,Southampton FC,Premier League
395,Cameron,Archer,Centre-Forward,Southampton FC,Premier League
396,Armel,Bella Kotchap,Centre-Back,Southampton FC,Premier League
397,Nathan,Wood-Gordon,Centre-Back,Southampton FC,Premier League
398,Yukinari,Sugawara,Right-Back,Southampton FC,Premier League
399,Christian,Walton,Goalkeeper,Ipswich Town FC,Premier League
400,Arijanet,Muric,Goalkeeper,Ipswich Town FC,Premier League
401,Cieran,Slicker,Goalkeeper,Ipswich Town FC,Premier League
402,Conor,Chaplin,Offence,Ipswich Town FC,Premier League
403,Harry,Clarke,Right-Back,Ipswich Town FC,Premier League
404,Omari,Hutchinson,Right Winger,Ipswich Town FC,Premier League
405,Ali,Al-Hamadi,Centre-Forward,Ipswich Town FC,Premier League
406,Liam,Delap,Centre-Forward,Ipswich Town FC,Premier League
407,Jacob,Greaves,Centre-Back,Ipswich Town FC,Premier League
408,Leif,Davis,Left-Back,Ipswich Town FC,Premier League
409,Jens,Cajuste,Defensive Midfield,Ipswich Town FC,Premier League
410,Dara,O'Shea,Centre-Back,Ipswich Town FC,Premier League
411,George,Hirst,Centre-Forward,Ipswich Town FC,Premier League
412,Ben,Johnson,Right-Back,Ipswich Town FC,Premier League
413,Nathan,Broadhead,Left Winger,Ipswich Town FC,Premier League
414,Jack,Taylor,Central Midfield,Ipswich Town FC,Premier League
415,Samuel,Szmodics,Attacking Midfield,Ipswich Town FC,Premier League
416,Cameron,Burgess,Centre-Back,Ipswich Town FC,Premier League
417,Conor,Townsend,Left-Back,Ipswich Town FC,Premier League
418,Wes,Burns,Right Winger,Ipswich Town FC,Premier League
419,Chiedozie,Ogbene,Right Winger,Ipswich Town FC,Premier League
420,Luke,Woolfenden,Centre-Back,Ipswich Town FC,Premier League
421,Jack,Clarke,Left Winger,Ipswich Town FC,Premier League
422,Kalvin,Phillips,Defensive Midfield,Ipswich Town FC,Premier League
423,Axel,Tuanzebe,Centre-Back,Ipswich Town FC,Premier League
